model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,random,0.867,0.866,0.866,0.867,0.113,0.114,0.114,0.113,8.706,0.085,0.834,0.791,0.882,0.875,0.887,1.4e-05,original,30,9,,,,
rf,random,0.783,0.781,0.781,0.783,0.135,0.138,0.138,0.135,19.609,0.184,0.771,0.681,0.798,0.771,0.852,1.3e-05,original,30,9,,,,
svc,random,0.817,0.814,0.814,0.817,0.097,0.1,0.1,0.097,8.218,0.004,0.786,0.757,0.866,0.859,0.87,8e-06,original,30,9,,,,
logreg,random,0.817,0.814,0.814,0.817,0.111,0.113,0.113,0.111,6.113,0.006,0.771,0.73,0.847,0.836,0.868,0.0,original,30,9,,,,
mlp,random,0.767,0.761,0.761,0.767,0.097,0.1,0.1,0.097,5.011,0.116,0.766,0.681,0.8,0.775,0.857,0.000105,original,30,9,,,,
xgb,k-means,0.95,0.95,0.95,0.95,0.041,0.041,0.041,0.041,9.846,6.664,0.829,0.795,0.886,0.881,0.88,1.7e-05,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0019295215606689453
rf,k-means,0.883,0.882,0.882,0.883,0.085,0.086,0.086,0.085,22.209,0.532,0.771,0.711,0.829,0.812,0.855,3.3e-05,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0019295215606689453
svc,k-means,0.75,0.743,0.743,0.75,0.091,0.101,0.101,0.091,12.571,0.004,0.804,0.743,0.849,0.835,0.866,5e-06,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0019295215606689453
logreg,k-means,0.8,0.795,0.795,0.8,0.085,0.086,0.086,0.085,6.382,0.01,0.824,0.76,0.859,0.847,0.88,0.0,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0019295215606689453
mlp,k-means,0.65,0.635,0.635,0.65,0.082,0.104,0.104,0.082,14.502,0.185,0.79,0.696,0.808,0.783,0.874,0.000119,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0019295215606689453
xgb,k-means,0.95,0.95,0.95,0.95,0.067,0.067,0.067,0.067,6.02,3.947,0.815,0.792,0.887,0.882,0.897,1.8e-05,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0019295215606689453
rf,k-means,0.917,0.915,0.915,0.917,0.053,0.054,0.054,0.053,16.665,0.148,0.825,0.794,0.887,0.882,0.889,9e-06,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0019295215606689453
svc,k-means,0.917,0.915,0.915,0.917,0.053,0.054,0.054,0.053,6.274,0.004,0.825,0.776,0.873,0.864,0.896,6e-06,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0019295215606689453
logreg,k-means,0.9,0.898,0.898,0.9,0.062,0.064,0.064,0.062,10.587,0.01,0.827,0.784,0.879,0.871,0.896,1e-06,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0019295215606689453
mlp,k-means,0.75,0.745,0.745,0.75,0.075,0.078,0.078,0.075,8.641,0.212,0.812,0.735,0.841,0.823,0.895,0.000112,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0019295215606689453
xgb,k-center,0.75,0.748,0.748,0.75,0.118,0.118,0.118,0.118,4.876,12.418,0.762,0.683,0.803,0.779,0.839,2.3e-05,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017380714416503906
rf,k-center,0.633,0.628,0.628,0.633,0.125,0.123,0.123,0.125,20.444,0.132,0.801,0.681,0.789,0.758,0.878,1e-05,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017380714416503906
svc,k-center,0.667,0.658,0.658,0.667,0.158,0.159,0.159,0.158,9.41,0.004,0.523,0.215,0.172,0.22,0.226,9e-06,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017380714416503906
logreg,k-center,0.667,0.664,0.664,0.667,0.118,0.118,0.118,0.118,7.693,0.12,0.571,0.296,0.294,0.296,0.621,1e-06,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017380714416503906
mlp,k-center,0.617,0.606,0.606,0.617,0.155,0.153,0.153,0.155,14.234,2.41,0.592,0.331,0.346,0.332,0.686,8.1e-05,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017380714416503906
xgb,k-center,0.667,0.664,0.664,0.667,0.149,0.149,0.149,0.149,10.399,18.347,0.694,0.533,0.633,0.577,0.815,1.7e-05,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017380714416503906
rf,k-center,0.733,0.728,0.728,0.733,0.062,0.065,0.065,0.062,25.754,0.57,0.774,0.655,0.768,0.733,0.863,4.7e-05,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017380714416503906
svc,k-center,0.633,0.598,0.598,0.633,0.113,0.125,0.125,0.113,6.23,0.004,0.535,0.216,0.17,0.221,0.187,1.5e-05,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017380714416503906
logreg,k-center,0.617,0.61,0.61,0.617,0.1,0.101,0.101,0.1,9.918,0.114,0.599,0.366,0.401,0.37,0.766,1e-06,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017380714416503906
mlp,k-center,0.533,0.526,0.526,0.533,0.135,0.141,0.141,0.135,11.222,0.138,0.631,0.408,0.459,0.417,0.806,0.000126,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017380714416503906
xgb,ag,0.95,0.95,0.95,0.95,0.041,0.041,0.041,0.041,10.647,7.108,0.832,0.801,0.891,0.886,0.882,2.7e-05,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0024945735931396484
rf,ag,0.883,0.879,0.879,0.883,0.085,0.091,0.091,0.085,35.989,0.594,0.761,0.697,0.818,0.799,0.836,3.2e-05,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0024945735931396484
svc,ag,0.833,0.831,0.831,0.833,0.091,0.095,0.095,0.091,12.27,0.004,0.756,0.688,0.811,0.79,0.823,6e-06,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0024945735931396484
logreg,ag,0.783,0.779,0.779,0.783,0.067,0.068,0.068,0.067,9.122,0.01,0.805,0.738,0.845,0.83,0.859,1e-06,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0024945735931396484
mlp,ag,0.667,0.656,0.656,0.667,0.075,0.077,0.077,0.075,8.104,0.123,0.784,0.727,0.841,0.826,0.851,0.000132,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0024945735931396484
xgb,ag,0.95,0.95,0.95,0.95,0.041,0.041,0.041,0.041,6.051,13.491,0.829,0.798,0.889,0.884,0.89,2.5e-05,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0024945735931396484
rf,ag,0.917,0.915,0.915,0.917,0.053,0.054,0.054,0.053,17.283,0.219,0.824,0.795,0.887,0.882,0.878,1.2e-05,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0024945735931396484
svc,ag,0.817,0.811,0.811,0.817,0.062,0.066,0.066,0.062,10.98,0.004,0.836,0.783,0.876,0.867,0.898,1e-05,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0024945735931396484
logreg,ag,0.883,0.881,0.881,0.883,0.067,0.068,0.068,0.067,12.289,0.127,0.815,0.744,0.848,0.832,0.885,1e-06,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0024945735931396484
mlp,ag,0.683,0.68,0.68,0.683,0.082,0.081,0.081,0.082,9.918,2.552,0.819,0.775,0.873,0.865,0.885,0.000113,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0024945735931396484
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.314,11.798,0.193,0.103,0.105,0.103,0.101,5.8e-05,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.007654666900634766
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,28.287,0.575,0.217,0.187,0.258,0.2,0.13,3.3e-05,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.007654666900634766
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.035,0.003,0.239,0.114,0.105,0.114,0.119,5e-06,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.007654666900634766
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.752,0.113,0.223,0.121,0.124,0.121,0.117,1e-06,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.007654666900634766
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.797,4.106,0.256,0.217,0.295,0.234,0.184,6.8e-05,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.007654666900634766
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.597,5.737,0.175,0.113,0.134,0.114,0.123,2.3e-05,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.007654666900634766
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,19.885,0.143,0.16,0.113,0.14,0.114,0.104,9e-06,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.007654666900634766
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.04,0.005,0.219,0.151,0.183,0.153,0.867,1.3e-05,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.007654666900634766
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.293,0.123,0.216,0.145,0.175,0.148,0.125,1e-06,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.007654666900634766
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.326,0.158,0.267,0.243,0.342,0.27,0.18,8.6e-05,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.007654666900634766
xgb,craig,0.675,0.655,0.687,0.7,0.232,0.238,0.21,0.194,7.798,17.228,0.466,0.199,0.165,0.202,0.484,2.4e-05,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017731189727783203
rf,craig,0.708,0.7,0.725,0.733,0.279,0.281,0.252,0.249,28.675,1.153,0.459,0.165,0.108,0.173,0.314,3e-05,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017731189727783203
svc,craig,0.658,0.648,0.687,0.7,0.17,0.182,0.141,0.125,9.025,0.002,0.514,0.246,0.229,0.247,0.662,4e-06,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017731189727783203
logreg,craig,0.7,0.682,0.713,0.733,0.21,0.224,0.189,0.17,7.178,0.112,0.486,0.163,0.096,0.174,0.479,1e-06,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017731189727783203
mlp,craig,0.558,0.489,0.517,0.567,0.133,0.14,0.121,0.082,7.763,0.088,0.551,0.308,0.323,0.309,0.713,0.000105,original,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017731189727783203
xgb,craig,0.625,0.612,0.636,0.633,0.23,0.221,0.193,0.194,6.436,13.225,0.531,0.317,0.345,0.32,0.61,2.7e-05,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017731189727783203
rf,craig,0.658,0.646,0.67,0.667,0.267,0.261,0.234,0.236,21.039,0.453,0.463,0.197,0.164,0.2,0.495,2.4e-05,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017731189727783203
svc,craig,0.625,0.58,0.604,0.633,0.147,0.165,0.143,0.125,8.283,0.003,0.562,0.343,0.377,0.346,0.676,7e-06,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017731189727783203
logreg,craig,0.642,0.61,0.647,0.7,0.174,0.227,0.214,0.163,4.397,0.551,0.487,0.157,0.084,0.17,0.451,1e-06,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017731189727783203
mlp,craig,0.617,0.557,0.588,0.633,0.165,0.195,0.176,0.125,11.102,0.058,0.516,0.272,0.274,0.273,0.647,0.000128,latent,30,9,1394.8440988063812,0,8.642968910604358e-07,0.0017731189727783203
xgb,random,0.838,0.832,0.832,0.838,0.085,0.089,0.089,0.085,9.27,7.277,0.808,0.726,0.833,0.813,0.876,2.2e-05,original,40,5,,,,
rf,random,0.738,0.733,0.733,0.738,0.1,0.099,0.099,0.1,24.165,0.297,0.768,0.654,0.769,0.734,0.86,1.9e-05,original,40,5,,,,
svc,random,0.775,0.772,0.772,0.775,0.075,0.074,0.074,0.075,7.732,0.006,0.802,0.673,0.779,0.745,0.175,1.2e-05,original,40,5,,,,
logreg,random,0.775,0.771,0.771,0.775,0.064,0.063,0.063,0.064,6.866,0.01,0.804,0.727,0.835,0.817,0.875,1e-06,original,40,5,,,,
mlp,random,0.7,0.692,0.692,0.7,0.061,0.068,0.068,0.061,8.231,0.182,0.77,0.667,0.783,0.752,0.846,0.000123,original,40,5,,,,
xgb,k-means,0.95,0.95,0.95,0.95,0.025,0.025,0.025,0.025,9.587,23.454,0.837,0.737,0.836,0.815,0.903,1.8e-05,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0024878978729248047
rf,k-means,0.912,0.912,0.912,0.912,0.064,0.064,0.064,0.064,26.543,0.754,0.77,0.675,0.792,0.763,0.864,6.6e-05,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0024878978729248047
svc,k-means,0.888,0.887,0.887,0.888,0.047,0.047,0.047,0.047,10.349,0.048,0.811,0.717,0.823,0.8,0.899,6e-06,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0024878978729248047
logreg,k-means,0.9,0.898,0.898,0.9,0.064,0.066,0.066,0.064,14.332,0.616,0.816,0.76,0.862,0.851,0.891,1e-06,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0024878978729248047
mlp,k-means,0.788,0.783,0.783,0.788,0.129,0.132,0.132,0.129,16.926,0.343,0.815,0.689,0.794,0.763,0.893,0.00015,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0024878978729248047
xgb,k-means,0.962,0.962,0.962,0.962,0.031,0.031,0.031,0.031,5.201,19.641,0.841,0.801,0.889,0.882,0.861,4e-05,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0024878978729248047
rf,k-means,0.912,0.912,0.912,0.912,0.05,0.05,0.05,0.05,24.06,0.58,0.846,0.759,0.854,0.838,0.911,3.1e-05,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0024878978729248047
svc,k-means,0.9,0.9,0.9,0.9,0.05,0.05,0.05,0.05,7.592,0.006,0.835,0.772,0.867,0.856,0.9,1.2e-05,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0024878978729248047
logreg,k-means,0.888,0.887,0.887,0.888,0.047,0.047,0.047,0.047,7.208,0.011,0.811,0.745,0.85,0.835,0.901,1e-06,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0024878978729248047
mlp,k-means,0.788,0.786,0.786,0.788,0.064,0.064,0.064,0.064,6.461,0.172,0.795,0.698,0.809,0.783,0.87,0.000145,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0024878978729248047
xgb,k-center,0.738,0.734,0.734,0.738,0.139,0.139,0.139,0.139,10.038,27.285,0.698,0.539,0.641,0.586,0.814,0.000115,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.009344816207885742
rf,k-center,0.662,0.66,0.66,0.662,0.102,0.102,0.102,0.102,35.497,0.509,0.741,0.577,0.678,0.628,0.868,4.3e-05,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.009344816207885742
svc,k-center,0.562,0.527,0.527,0.562,0.119,0.136,0.136,0.119,12.072,0.005,0.547,0.319,0.342,0.32,0.274,3.7e-05,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.009344816207885742
logreg,k-center,0.575,0.566,0.566,0.575,0.121,0.12,0.12,0.121,6.905,0.409,0.559,0.28,0.272,0.281,0.675,1e-06,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.009344816207885742
mlp,k-center,0.45,0.444,0.444,0.45,0.108,0.108,0.108,0.108,13.171,0.465,0.602,0.366,0.401,0.37,0.71,0.000179,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.009344816207885742
xgb,k-center,0.75,0.747,0.747,0.75,0.143,0.145,0.145,0.143,8.654,37.891,0.66,0.451,0.518,0.468,0.776,9.4e-05,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.009344816207885742
rf,k-center,0.688,0.68,0.68,0.688,0.143,0.149,0.149,0.143,36.181,0.617,0.682,0.499,0.586,0.53,0.836,5.6e-05,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.009344816207885742
svc,k-center,0.562,0.518,0.518,0.562,0.088,0.111,0.111,0.088,5.649,0.005,0.484,0.14,0.056,0.157,0.35,1.7e-05,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.009344816207885742
logreg,k-center,0.538,0.516,0.516,0.538,0.094,0.105,0.105,0.094,9.243,0.302,0.483,0.153,0.079,0.166,0.703,1e-06,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.009344816207885742
mlp,k-center,0.512,0.506,0.506,0.512,0.121,0.124,0.124,0.121,14.07,1.811,0.565,0.318,0.334,0.319,0.706,8.7e-05,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.009344816207885742
xgb,ag,0.962,0.962,0.962,0.962,0.031,0.031,0.031,0.031,7.24,21.542,0.83,0.764,0.862,0.849,0.887,4.5e-05,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.001926422119140625
rf,ag,0.925,0.925,0.925,0.925,0.047,0.047,0.047,0.047,30.506,0.243,0.805,0.754,0.859,0.848,0.873,1e-05,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.001926422119140625
svc,ag,0.9,0.899,0.899,0.9,0.064,0.064,0.064,0.064,8.702,0.017,0.8,0.715,0.824,0.803,0.889,7e-06,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.001926422119140625
logreg,ag,0.888,0.886,0.886,0.888,0.047,0.047,0.047,0.047,8.845,0.294,0.812,0.761,0.863,0.852,0.897,0.0,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.001926422119140625
mlp,ag,0.75,0.749,0.749,0.75,0.112,0.112,0.112,0.112,18.306,0.811,0.766,0.683,0.803,0.778,0.842,0.000153,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.001926422119140625
xgb,ag,0.95,0.95,0.95,0.95,0.047,0.047,0.047,0.047,10.337,16.84,0.826,0.785,0.879,0.872,0.884,4.3e-05,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.001926422119140625
rf,ag,0.9,0.899,0.899,0.9,0.05,0.05,0.05,0.05,37.791,0.543,0.838,0.8,0.889,0.882,0.9,6.3e-05,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.001926422119140625
svc,ag,0.875,0.874,0.874,0.875,0.04,0.04,0.04,0.04,13.391,0.005,0.826,0.755,0.855,0.84,0.901,1.7e-05,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.001926422119140625
logreg,ag,0.875,0.875,0.875,0.875,0.056,0.056,0.056,0.056,15.311,0.296,0.811,0.749,0.853,0.839,0.902,8e-06,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.001926422119140625
mlp,ag,0.7,0.693,0.693,0.7,0.139,0.147,0.147,0.139,9.399,5.483,0.786,0.711,0.824,0.805,0.88,0.000162,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.001926422119140625
xgb,lc,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,9.065,2.895,0.196,0.104,0.105,0.104,0.096,1.7e-05,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.002127408981323242
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,21.728,0.379,0.209,0.157,0.201,0.161,0.12,2.2e-05,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.002127408981323242
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.208,0.004,0.205,0.148,0.186,0.152,0.127,5e-06,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.002127408981323242
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.533,0.007,0.255,0.128,0.123,0.128,0.126,1e-06,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.002127408981323242
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.256,2.607,0.262,0.211,0.278,0.223,0.185,8.4e-05,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.002127408981323242
xgb,lc,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,8.666,5.435,0.167,0.121,0.152,0.123,0.148,2.2e-05,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.002127408981323242
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.736,0.254,0.176,0.113,0.132,0.114,0.098,1.4e-05,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.002127408981323242
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.828,0.006,0.246,0.183,0.232,0.189,0.153,1.7e-05,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.002127408981323242
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.923,0.007,0.229,0.137,0.153,0.138,0.123,1e-06,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.002127408981323242
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.126,0.15,0.262,0.199,0.256,0.208,0.173,6.8e-05,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.002127408981323242
xgb,craig,0.66,0.668,0.716,0.725,0.111,0.129,0.121,0.122,4.618,8.971,0.442,0.175,0.132,0.179,0.429,2.3e-05,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0020012855529785156
rf,craig,0.523,0.519,0.592,0.6,0.114,0.112,0.082,0.094,14.997,0.191,0.42,0.233,0.244,0.234,0.426,8e-06,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0020012855529785156
svc,craig,0.5,0.402,0.546,0.675,0.0,0.022,0.079,0.061,9.301,0.003,0.5,0.134,0.042,0.155,0.395,6e-06,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0020012855529785156
logreg,craig,0.553,0.545,0.598,0.6,0.069,0.075,0.086,0.094,6.5,0.125,0.488,0.253,0.251,0.253,0.422,1e-06,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0020012855529785156
mlp,craig,0.47,0.427,0.522,0.575,0.108,0.121,0.132,0.127,4.279,0.024,0.536,0.254,0.236,0.255,0.617,6e-05,original,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0020012855529785156
xgb,craig,0.623,0.632,0.684,0.7,0.098,0.11,0.123,0.127,6.489,5.79,0.519,0.361,0.427,0.376,0.487,1.8e-05,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0020012855529785156
rf,craig,0.59,0.576,0.637,0.675,0.138,0.171,0.176,0.17,21.814,0.437,0.444,0.349,0.444,0.378,0.438,3.6e-05,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0020012855529785156
svc,craig,0.5,0.402,0.546,0.675,0.0,0.022,0.079,0.061,8.751,0.003,0.5,0.134,0.042,0.155,0.38,1e-05,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0020012855529785156
logreg,craig,0.53,0.505,0.549,0.55,0.215,0.2,0.192,0.187,6.782,0.127,0.586,0.445,0.541,0.48,0.618,1e-06,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0020012855529785156
mlp,craig,0.39,0.342,0.463,0.525,0.07,0.041,0.08,0.094,8.099,0.114,0.526,0.299,0.316,0.3,0.587,0.000114,latent,40,5,1394.8440988063812,0,8.642968910604358e-07,0.0020012855529785156
xgb,random,0.912,0.912,0.912,0.912,0.075,0.075,0.075,0.075,7.43,0.956,0.835,0.755,0.853,0.837,0.877,1.9e-05,original,40,6,,,,
rf,random,0.838,0.837,0.837,0.838,0.085,0.085,0.085,0.085,20.751,0.605,0.787,0.696,0.809,0.784,0.837,8.6e-05,original,40,6,,,,
svc,random,0.775,0.773,0.773,0.775,0.085,0.087,0.087,0.085,6.717,0.005,0.809,0.705,0.812,0.786,0.863,1e-05,original,40,6,,,,
logreg,random,0.775,0.773,0.773,0.775,0.085,0.087,0.087,0.085,6.58,0.009,0.807,0.709,0.816,0.792,0.868,1e-06,original,40,6,,,,
mlp,random,0.7,0.695,0.695,0.7,0.139,0.147,0.147,0.139,8.198,0.161,0.775,0.667,0.781,0.749,0.846,0.000107,original,40,6,,,,
xgb,k-means,0.975,0.975,0.975,0.975,0.031,0.031,0.031,0.031,8.813,1.353,0.829,0.81,0.897,0.895,0.886,1.7e-05,original,40,6,1394.8440988063812,0,8.642968910604358e-07,0.0016698837280273438
rf,k-means,0.912,0.909,0.909,0.912,0.085,0.091,0.091,0.085,15.883,0.246,0.795,0.707,0.818,0.795,0.867,1.5e-05,original,40,6,1394.8440988063812,0,8.642968910604358e-07,0.0016698837280273438
svc,k-means,0.925,0.925,0.925,0.925,0.061,0.061,0.061,0.061,6.179,0.004,0.815,0.788,0.884,0.879,0.88,6e-06,original,40,6,1394.8440988063812,0,8.642968910604358e-07,0.0016698837280273438
logreg,k-means,0.95,0.95,0.95,0.95,0.061,0.062,0.062,0.061,4.401,0.01,0.828,0.804,0.893,0.89,0.887,0.0,original,40,6,1394.8440988063812,0,8.642968910604358e-07,0.0016698837280273438
mlp,k-means,0.825,0.822,0.822,0.825,0.061,0.062,0.062,0.061,7.016,0.175,0.805,0.741,0.847,0.833,0.884,0.000139,original,40,6,1394.8440988063812,0,8.642968910604358e-07,0.0016698837280273438
xgb,k-means,0.962,0.962,0.962,0.962,0.05,0.051,0.051,0.05,6.968,0.6,0.823,0.802,0.892,0.889,0.848,1.8e-05,latent,40,6,1394.8440988063812,0,8.642968910604358e-07,0.0016698837280273438
rf,k-means,0.962,0.962,0.962,0.962,0.031,0.031,0.031,0.031,19.15,0.536,0.823,0.802,0.892,0.889,0.904,3.7e-05,latent,40,6,1394.8440988063812,0,8.642968910604358e-07,0.0016698837280273438
svc,k-means,0.95,0.95,0.95,0.95,0.047,0.047,0.047,0.047,8.583,0.005,0.805,0.766,0.869,0.861,0.894,1e-05,latent,40,6,1394.8440988063812,0,8.642968910604358e-07,0.0016698837280273438
logreg,k-means,0.962,0.962,0.962,0.962,0.031,0.031,0.031,0.031,6.695,0.01,0.788,0.741,0.852,0.84,0.883,1e-06,latent,40,6,1394.8440988063812,0,8.642968910604358e-07,0.0016698837280273438
mlp,k-means,0.888,0.886,0.886,0.888,0.073,0.074,0.074,0.073,8.093,0.154,0.796,0.744,0.852,0.84,0.882,0.000174,latent,40,6,1394.8440988063812,0,8.642968910604358e-07,0.0016698837280273438
xgb,k-center,0.625,0.609,0.609,0.625,0.0,0.023,0.023,0.0,6.654,4.753,0.639,0.483,0.578,0.52,0.76,2.2e-05,original,40,6,1394.8440988063812,0,8.642968910604358e-07,0.001935720443725586
rf,k-center,0.588,0.584,0.584,0.588,0.075,0.074,0.074,0.075,21.663,0.368,0.683,0.503,0.592,0.537,0.807,2.6e-05,original,40,6,1394.8440988063812,0,8.642968910604358e-07,0.001935720443725586
svc,k-center,0.588,0.557,0.557,0.588,0.064,0.078,0.078,0.064,8.8,0.006,0.543,0.313,0.334,0.315,0.326,2.1e-05,original,40,6,1394.8440988063812,0,8.642968910604358e-07,0.001935720443725586
