model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.744,0.006,0.335,0.206,0.188,0.208,0.261,0.0,original,30,6,482.8932909965515,0,1.2813762382224754e-06,0.002262592315673828
mlp,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,9.895,0.083,0.327,0.207,0.194,0.208,0.253,1.4e-05,original,30,6,482.8932909965515,0,1.2813762382224754e-06,0.002262592315673828
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.951,0.08,0.313,0.217,0.219,0.217,0.284,8e-06,latent,30,6,482.8932909965515,0,1.2813762382224754e-06,0.002262592315673828
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,22.126,1.34,0.321,0.203,0.19,0.204,0.234,1.4e-05,latent,30,6,482.8932909965515,0,1.2813762382224754e-06,0.002262592315673828
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.901,0.003,0.331,0.192,0.165,0.195,0.249,1e-05,latent,30,6,482.8932909965515,0,1.2813762382224754e-06,0.002262592315673828
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.92,0.006,0.323,0.192,0.169,0.194,0.257,1.5e-05,latent,30,6,482.8932909965515,0,1.2813762382224754e-06,0.002262592315673828
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.129,0.14,0.329,0.211,0.199,0.211,0.258,2.9e-05,latent,30,6,482.8932909965515,0,1.2813762382224754e-06,0.002262592315673828
xgb,craig,0.492,0.436,0.444,0.5,0.093,0.131,0.143,0.105,5.338,0.413,0.498,0.461,0.55,0.508,0.494,6e-06,original,30,6,482.8932909965515,0,1.2813762382224754e-06,0.0016887187957763672
rf,craig,0.5,0.317,0.3,0.467,0.0,0.033,0.067,0.067,17.726,0.354,0.461,0.337,0.351,0.338,0.444,9e-06,original,30,6,482.8932909965515,0,1.2813762382224754e-06,0.0016887187957763672
svc,craig,0.55,0.4,0.4,0.533,0.1,0.133,0.133,0.067,4.807,0.003,0.512,0.208,0.119,0.24,0.42,6e-06,original,30,6,482.8932909965515,0,1.2813762382224754e-06,0.0016887187957763672
logreg,craig,0.558,0.524,0.532,0.567,0.196,0.234,0.238,0.2,8.112,0.12,0.547,0.508,0.599,0.562,0.577,0.0,original,30,6,482.8932909965515,0,1.2813762382224754e-06,0.0016887187957763672
mlp,craig,0.325,0.301,0.309,0.333,0.224,0.227,0.239,0.236,7.691,1.503,0.56,0.506,0.587,0.548,0.583,3e-05,original,30,6,482.8932909965515,0,1.2813762382224754e-06,0.0016887187957763672
xgb,craig,0.517,0.503,0.511,0.533,0.2,0.21,0.22,0.221,5.189,0.03,0.538,0.531,0.66,0.645,0.552,7e-06,latent,30,6,482.8932909965515,0,1.2813762382224754e-06,0.0016887187957763672
rf,craig,0.5,0.347,0.373,0.533,0.0,0.027,0.08,0.067,22.744,0.393,0.501,0.424,0.479,0.441,0.51,1e-05,latent,30,6,482.8932909965515,0,1.2813762382224754e-06,0.0016887187957763672
svc,craig,0.575,0.519,0.521,0.567,0.236,0.247,0.249,0.226,6.276,0.003,0.543,0.504,0.594,0.557,0.444,6e-06,latent,30,6,482.8932909965515,0,1.2813762382224754e-06,0.0016887187957763672
logreg,craig,0.583,0.539,0.539,0.567,0.149,0.159,0.159,0.133,8.196,0.01,0.569,0.547,0.653,0.627,0.58,1.1e-05,latent,30,6,482.8932909965515,0,1.2813762382224754e-06,0.0016887187957763672
mlp,craig,0.483,0.417,0.417,0.467,0.186,0.204,0.204,0.163,7.81,0.198,0.581,0.568,0.683,0.667,0.604,2.3e-05,latent,30,6,482.8932909965515,0,1.2813762382224754e-06,0.0016887187957763672
xgb,random,0.683,0.681,0.681,0.683,0.133,0.134,0.134,0.133,5.201,0.066,0.639,0.584,0.664,0.634,0.69,5e-06,original,30,7,,,,
rf,random,0.667,0.663,0.663,0.667,0.139,0.143,0.143,0.139,16.929,0.138,0.664,0.602,0.678,0.649,0.728,6e-06,original,30,7,,,,
svc,random,0.683,0.672,0.672,0.683,0.133,0.141,0.141,0.133,4.891,0.004,0.674,0.655,0.75,0.739,0.724,6e-06,original,30,7,,,,
logreg,random,0.733,0.729,0.729,0.733,0.17,0.17,0.17,0.17,3.228,0.009,0.661,0.621,0.708,0.685,0.716,0.0,original,30,7,,,,
mlp,random,0.65,0.645,0.645,0.65,0.143,0.143,0.143,0.143,8.231,0.168,0.677,0.626,0.706,0.681,0.732,4e-05,original,30,7,,,,
xgb,k-means,0.75,0.749,0.749,0.75,0.139,0.141,0.141,0.139,10.555,0.358,0.571,0.519,0.601,0.564,0.617,6e-06,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017638206481933594
rf,k-means,0.65,0.643,0.643,0.65,0.122,0.124,0.124,0.122,15.422,0.218,0.627,0.58,0.665,0.636,0.688,9e-06,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017638206481933594
svc,k-means,0.633,0.626,0.626,0.633,0.145,0.146,0.146,0.145,4.505,0.003,0.663,0.679,0.789,0.801,0.714,8e-06,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017638206481933594
logreg,k-means,0.633,0.628,0.628,0.633,0.113,0.113,0.113,0.113,6.306,0.006,0.677,0.657,0.751,0.739,0.718,1e-06,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017638206481933594
mlp,k-means,0.567,0.562,0.562,0.567,0.097,0.1,0.1,0.097,9.191,0.116,0.664,0.633,0.725,0.706,0.72,2e-05,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017638206481933594
xgb,k-means,0.633,0.629,0.629,0.633,0.163,0.164,0.164,0.163,7.546,0.249,0.635,0.541,0.6,0.565,0.702,7e-06,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017638206481933594
rf,k-means,0.65,0.645,0.645,0.65,0.143,0.143,0.143,0.143,18.696,0.157,0.665,0.571,0.631,0.598,0.739,7e-06,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017638206481933594
svc,k-means,0.633,0.62,0.62,0.633,0.067,0.069,0.069,0.067,5.039,0.004,0.688,0.689,0.786,0.786,0.756,3.7e-05,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017638206481933594
logreg,k-means,0.633,0.628,0.628,0.633,0.085,0.089,0.089,0.085,5.816,0.111,0.692,0.66,0.746,0.73,0.753,1.5e-05,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017638206481933594
mlp,k-means,0.533,0.531,0.531,0.533,0.067,0.067,0.067,0.067,4.392,0.048,0.69,0.65,0.733,0.713,0.751,1.2e-05,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017638206481933594
xgb,k-center,0.583,0.569,0.569,0.583,0.053,0.058,0.058,0.053,12.0,15.468,0.496,0.355,0.363,0.355,0.481,1e-05,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0025763511657714844
rf,k-center,0.483,0.467,0.467,0.483,0.133,0.131,0.131,0.133,15.135,0.312,0.513,0.248,0.182,0.266,0.552,1e-05,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0025763511657714844
svc,k-center,0.55,0.466,0.466,0.55,0.085,0.102,0.102,0.085,3.476,0.003,0.505,0.2,0.109,0.234,0.427,1e-05,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0025763511657714844
logreg,k-center,0.55,0.532,0.532,0.55,0.145,0.141,0.141,0.145,4.591,0.006,0.509,0.218,0.136,0.246,0.603,0.0,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0025763511657714844
mlp,k-center,0.3,0.294,0.294,0.3,0.085,0.083,0.083,0.085,5.478,0.176,0.489,0.254,0.202,0.266,0.412,3.8e-05,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0025763511657714844
xgb,k-center,0.483,0.481,0.481,0.483,0.153,0.151,0.151,0.153,10.262,0.536,0.5,0.193,0.098,0.228,0.524,8e-06,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0025763511657714844
rf,k-center,0.467,0.451,0.451,0.467,0.135,0.136,0.136,0.135,17.286,0.299,0.504,0.191,0.095,0.228,0.538,1.2e-05,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0025763511657714844
svc,k-center,0.667,0.645,0.645,0.667,0.139,0.139,0.139,0.139,4.807,0.003,0.501,0.183,0.082,0.222,0.567,1.3e-05,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0025763511657714844
logreg,k-center,0.633,0.62,0.62,0.633,0.125,0.122,0.122,0.125,3.351,0.008,0.502,0.186,0.088,0.225,0.52,1.1e-05,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0025763511657714844
mlp,k-center,0.45,0.445,0.445,0.45,0.113,0.113,0.113,0.113,9.804,0.124,0.499,0.186,0.088,0.224,0.433,2.5e-05,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0025763511657714844
xgb,ag,0.633,0.624,0.624,0.633,0.067,0.071,0.071,0.067,4.665,0.71,0.588,0.526,0.601,0.564,0.629,7e-06,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017590522766113281
rf,ag,0.483,0.468,0.468,0.483,0.122,0.129,0.129,0.122,19.741,0.365,0.65,0.605,0.691,0.665,0.707,1.7e-05,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017590522766113281
svc,ag,0.517,0.378,0.378,0.517,0.033,0.089,0.089,0.033,6.921,0.003,0.509,0.215,0.13,0.244,0.499,9e-06,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017590522766113281
logreg,ag,0.5,0.484,0.484,0.5,0.091,0.093,0.093,0.091,4.756,0.006,0.637,0.567,0.638,0.605,0.718,0.0,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017590522766113281
mlp,ag,0.483,0.474,0.474,0.483,0.097,0.102,0.102,0.097,9.436,0.041,0.645,0.602,0.689,0.663,0.703,2.3e-05,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017590522766113281
xgb,ag,0.517,0.501,0.501,0.517,0.097,0.097,0.097,0.097,5.553,0.135,0.629,0.589,0.68,0.653,0.677,1e-05,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017590522766113281
rf,ag,0.517,0.488,0.488,0.517,0.097,0.129,0.129,0.097,16.935,0.24,0.649,0.597,0.679,0.651,0.714,9e-06,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017590522766113281
svc,ag,0.567,0.558,0.558,0.567,0.122,0.119,0.119,0.122,4.637,0.004,0.686,0.687,0.785,0.786,0.757,1.1e-05,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017590522766113281
logreg,ag,0.567,0.562,0.562,0.567,0.097,0.1,0.1,0.097,3.519,0.007,0.68,0.626,0.705,0.68,0.748,1.7e-05,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017590522766113281
mlp,ag,0.433,0.425,0.425,0.433,0.062,0.066,0.066,0.062,4.951,1.69,0.68,0.665,0.759,0.751,0.734,1.2e-05,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0017590522766113281
xgb,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,5.614,0.077,0.342,0.184,0.147,0.19,0.261,6e-06,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.002496480941772461
rf,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,21.149,0.194,0.344,0.196,0.166,0.199,0.244,7e-06,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.002496480941772461
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.577,0.002,0.355,0.213,0.19,0.215,0.264,4e-06,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.002496480941772461
logreg,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,6.715,0.005,0.342,0.196,0.167,0.2,0.252,0.0,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.002496480941772461
mlp,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,7.767,3.907,0.345,0.194,0.162,0.198,0.25,2.7e-05,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.002496480941772461
xgb,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,4.991,0.068,0.376,0.181,0.126,0.193,0.255,1.1e-05,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.002496480941772461
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,25.929,0.322,0.336,0.177,0.137,0.183,0.225,4e-06,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.002496480941772461
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.783,0.003,0.354,0.188,0.148,0.195,0.237,5e-06,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.002496480941772461
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.208,0.007,0.347,0.194,0.161,0.199,0.242,1.1e-05,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.002496480941772461
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.578,0.141,0.353,0.221,0.204,0.222,0.253,2e-05,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.002496480941772461
xgb,craig,0.658,0.655,0.663,0.667,0.236,0.238,0.237,0.236,7.918,0.339,0.496,0.484,0.676,0.715,0.459,7e-06,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0019390583038330078
rf,craig,0.692,0.685,0.693,0.7,0.196,0.201,0.2,0.194,17.417,0.121,0.476,0.475,0.646,0.654,0.456,5e-06,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0019390583038330078
svc,craig,0.792,0.79,0.798,0.8,0.134,0.134,0.124,0.125,7.087,0.003,0.49,0.479,0.67,0.705,0.492,4e-06,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0019390583038330078
logreg,craig,0.758,0.757,0.766,0.767,0.14,0.14,0.133,0.133,6.144,0.009,0.498,0.486,0.678,0.716,0.511,0.0,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0019390583038330078
mlp,craig,0.692,0.687,0.695,0.7,0.128,0.13,0.127,0.125,8.146,0.019,0.481,0.479,0.65,0.659,0.476,2.9e-05,original,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0019390583038330078
xgb,craig,0.633,0.618,0.624,0.633,0.125,0.128,0.122,0.125,5.186,0.084,0.49,0.49,0.645,0.641,0.469,6e-06,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0019390583038330078
rf,craig,0.758,0.747,0.755,0.767,0.205,0.213,0.208,0.2,14.02,0.26,0.494,0.474,0.677,0.727,0.472,8e-06,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0019390583038330078
svc,craig,0.767,0.762,0.768,0.767,0.17,0.174,0.165,0.17,6.307,0.002,0.491,0.471,0.675,0.724,0.47,9e-06,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0019390583038330078
logreg,craig,0.767,0.762,0.768,0.767,0.17,0.174,0.165,0.17,3.234,0.008,0.496,0.47,0.68,0.737,0.508,1.3e-05,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0019390583038330078
mlp,craig,0.667,0.659,0.665,0.667,0.149,0.153,0.147,0.149,5.708,0.124,0.518,0.514,0.689,0.717,0.528,1.8e-05,latent,30,7,482.8932909965515,0,1.2813762382224754e-06,0.0019390583038330078
xgb,random,0.633,0.629,0.629,0.633,0.1,0.104,0.104,0.1,7.707,0.041,0.634,0.572,0.649,0.617,0.679,7e-06,original,30,8,,,,
rf,random,0.483,0.482,0.482,0.483,0.122,0.121,0.121,0.122,18.36,0.585,0.617,0.57,0.657,0.626,0.671,1.9e-05,original,30,8,,,,
svc,random,0.7,0.696,0.696,0.7,0.085,0.085,0.085,0.085,9.431,0.003,0.633,0.603,0.698,0.676,0.688,1.1e-05,original,30,8,,,,
logreg,random,0.733,0.73,0.73,0.733,0.143,0.145,0.145,0.143,8.848,0.011,0.651,0.615,0.705,0.683,0.699,0.0,original,30,8,,,,
mlp,random,0.6,0.596,0.596,0.6,0.111,0.11,0.11,0.111,6.173,0.135,0.629,0.588,0.677,0.65,0.687,1.3e-05,original,30,8,,,,
xgb,k-means,0.717,0.71,0.71,0.717,0.187,0.192,0.192,0.187,5.02,0.066,0.574,0.425,0.442,0.426,0.617,7e-06,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.002900362014770508
rf,k-means,0.667,0.65,0.65,0.667,0.118,0.135,0.135,0.118,15.109,0.201,0.617,0.509,0.558,0.525,0.664,1e-05,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.002900362014770508
svc,k-means,0.583,0.56,0.56,0.583,0.105,0.114,0.114,0.105,6.98,0.004,0.668,0.673,0.777,0.781,0.294,9e-06,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.002900362014770508
logreg,k-means,0.65,0.645,0.645,0.65,0.111,0.115,0.115,0.111,10.393,0.096,0.586,0.52,0.593,0.555,0.606,0.0,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.002900362014770508
mlp,k-means,0.483,0.467,0.467,0.483,0.033,0.036,0.036,0.033,4.504,0.106,0.663,0.623,0.709,0.687,0.72,2.6e-05,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.002900362014770508
xgb,k-means,0.817,0.813,0.813,0.817,0.162,0.167,0.167,0.162,5.935,0.071,0.66,0.566,0.626,0.593,0.734,7e-06,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.002900362014770508
rf,k-means,0.7,0.693,0.693,0.7,0.172,0.176,0.176,0.172,19.137,0.254,0.662,0.561,0.617,0.584,0.734,1.1e-05,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.002900362014770508
svc,k-means,0.617,0.589,0.589,0.617,0.067,0.078,0.078,0.067,5.76,0.003,0.654,0.668,0.782,0.794,0.271,1.5e-05,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.002900362014770508
logreg,k-means,0.7,0.693,0.693,0.7,0.135,0.139,0.139,0.135,9.477,4.006,0.596,0.523,0.592,0.555,0.641,1.6e-05,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.002900362014770508
mlp,k-means,0.35,0.338,0.338,0.35,0.122,0.133,0.133,0.122,8.843,0.124,0.662,0.597,0.672,0.642,0.737,1.7e-05,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.002900362014770508
xgb,k-center,0.617,0.61,0.61,0.617,0.1,0.101,0.101,0.1,8.202,0.154,0.514,0.361,0.365,0.361,0.519,7e-06,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019769668579101562
rf,k-center,0.533,0.524,0.524,0.533,0.125,0.122,0.122,0.125,35.581,0.609,0.513,0.227,0.148,0.252,0.607,1.5e-05,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019769668579101562
svc,k-center,0.55,0.508,0.508,0.55,0.067,0.107,0.107,0.067,7.248,0.003,0.501,0.185,0.086,0.224,0.384,7e-06,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019769668579101562
logreg,k-center,0.583,0.583,0.583,0.583,0.075,0.075,0.075,0.075,4.915,0.111,0.527,0.439,0.49,0.454,0.547,0.0,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019769668579101562
mlp,k-center,0.3,0.289,0.289,0.3,0.113,0.119,0.119,0.113,4.535,1.654,0.502,0.227,0.153,0.25,0.557,3.2e-05,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019769668579101562
xgb,k-center,0.5,0.491,0.491,0.5,0.091,0.086,0.086,0.091,6.537,0.086,0.502,0.321,0.305,0.322,0.522,1.7e-05,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019769668579101562
rf,k-center,0.533,0.516,0.516,0.533,0.067,0.077,0.077,0.067,17.41,0.115,0.507,0.196,0.102,0.232,0.509,4e-06,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019769668579101562
svc,k-center,0.617,0.537,0.537,0.617,0.085,0.135,0.135,0.085,6.494,0.004,0.501,0.183,0.082,0.222,0.516,1.7e-05,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019769668579101562
logreg,k-center,0.533,0.521,0.521,0.533,0.113,0.118,0.118,0.113,9.604,0.447,0.503,0.189,0.092,0.227,0.568,2.3e-05,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019769668579101562
mlp,k-center,0.433,0.422,0.422,0.433,0.111,0.103,0.103,0.111,4.688,0.164,0.496,0.256,0.202,0.269,0.515,1.8e-05,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019769668579101562
xgb,ag,0.717,0.71,0.71,0.717,0.085,0.094,0.094,0.085,9.012,0.079,0.596,0.494,0.545,0.51,0.622,1.1e-05,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0017504692077636719
rf,ag,0.65,0.635,0.635,0.65,0.062,0.068,0.068,0.062,13.914,0.128,0.61,0.489,0.529,0.499,0.658,7e-06,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0017504692077636719
svc,ag,0.65,0.641,0.641,0.65,0.122,0.129,0.129,0.122,5.009,0.004,0.638,0.547,0.608,0.573,0.279,8e-06,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0017504692077636719
logreg,ag,0.717,0.712,0.712,0.717,0.125,0.13,0.13,0.125,4.83,0.012,0.608,0.529,0.595,0.558,0.653,1e-06,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0017504692077636719
mlp,ag,0.6,0.59,0.59,0.6,0.122,0.133,0.133,0.122,7.466,1.983,0.653,0.566,0.629,0.596,0.722,2.3e-05,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0017504692077636719
xgb,ag,0.85,0.841,0.841,0.85,0.122,0.136,0.136,0.122,4.53,0.369,0.648,0.554,0.613,0.579,0.706,8e-06,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0017504692077636719
rf,ag,0.733,0.729,0.729,0.733,0.062,0.066,0.066,0.062,20.448,0.427,0.642,0.533,0.584,0.551,0.717,2e-05,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0017504692077636719
svc,ag,0.6,0.58,0.58,0.6,0.097,0.091,0.091,0.097,4.823,0.004,0.645,0.662,0.781,0.796,0.739,1.6e-05,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0017504692077636719
logreg,ag,0.65,0.647,0.647,0.65,0.143,0.144,0.144,0.143,5.32,0.121,0.581,0.537,0.626,0.592,0.627,1.3e-05,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0017504692077636719
mlp,ag,0.45,0.435,0.435,0.45,0.1,0.094,0.094,0.1,5.648,2.43,0.656,0.604,0.685,0.658,0.724,1.9e-05,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0017504692077636719
xgb,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,4.311,2.453,0.34,0.319,0.396,0.347,0.281,8e-06,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019714832305908203
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.649,0.107,0.31,0.255,0.289,0.26,0.249,5e-06,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019714832305908203
svc,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,6.666,0.003,0.338,0.316,0.392,0.343,0.271,4e-06,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019714832305908203
logreg,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,3.296,0.108,0.324,0.267,0.303,0.273,0.269,0.0,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019714832305908203
mlp,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,5.959,2.125,0.329,0.243,0.256,0.244,0.271,2.1e-05,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019714832305908203
xgb,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,4.607,0.05,0.398,0.236,0.208,0.239,0.319,9e-06,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019714832305908203
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,19.5,0.351,0.335,0.218,0.208,0.218,0.271,1.5e-05,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019714832305908203
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.38,0.004,0.364,0.194,0.153,0.201,0.262,1e-05,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019714832305908203
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.784,0.008,0.364,0.198,0.16,0.204,0.255,9e-06,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019714832305908203
mlp,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,5.625,0.14,0.349,0.204,0.177,0.207,0.262,3e-05,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0019714832305908203
xgb,craig,0.617,0.597,0.62,0.633,0.323,0.34,0.322,0.306,5.107,0.094,0.473,0.454,0.561,0.521,0.443,8e-06,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0018351078033447266
rf,craig,0.458,0.444,0.489,0.5,0.139,0.143,0.108,0.105,17.397,0.264,0.409,0.404,0.52,0.477,0.37,1e-05,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0018351078033447266
svc,craig,0.5,0.373,0.453,0.6,0.0,0.033,0.098,0.082,7.735,0.005,0.5,0.181,0.08,0.221,0.528,4e-06,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0018351078033447266
logreg,craig,0.533,0.496,0.535,0.567,0.067,0.072,0.048,0.082,6.344,0.008,0.516,0.501,0.616,0.587,0.52,0.0,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0018351078033447266
mlp,craig,0.433,0.402,0.462,0.5,0.162,0.143,0.114,0.149,6.276,0.036,0.493,0.426,0.488,0.447,0.496,2.7e-05,original,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0018351078033447266
xgb,craig,0.592,0.565,0.599,0.633,0.172,0.201,0.193,0.194,5.058,0.324,0.426,0.357,0.406,0.369,0.401,9e-06,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0018351078033447266
rf,craig,0.5,0.343,0.38,0.533,0.0,0.055,0.139,0.125,15.978,0.103,0.4,0.385,0.484,0.436,0.36,4e-06,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0018351078033447266
svc,craig,0.5,0.373,0.453,0.6,0.0,0.033,0.098,0.082,4.726,0.002,0.5,0.181,0.08,0.221,0.5,6e-06,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0018351078033447266
logreg,craig,0.525,0.514,0.533,0.533,0.05,0.056,0.068,0.067,10.176,0.448,0.494,0.47,0.573,0.535,0.47,2.4e-05,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0018351078033447266
mlp,craig,0.458,0.444,0.489,0.5,0.139,0.143,0.108,0.105,7.024,0.092,0.473,0.445,0.54,0.497,0.458,1.1e-05,latent,30,8,482.8932909965515,0,1.2813762382224754e-06,0.0018351078033447266
