model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
logreg,ag,0.45,0.427,0.427,0.45,0.187,0.204,0.204,0.187,6.25,0.111,0.627,0.581,0.667,0.637,0.688,1.4e-05,latent,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.0017232894897460938
mlp,ag,0.25,0.187,0.187,0.25,0.158,0.107,0.107,0.158,7.017,3.746,0.622,0.568,0.649,0.617,0.674,4.6e-05,latent,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.0017232894897460938
xgb,lc,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,7.821,0.278,0.396,0.361,0.434,0.388,0.334,9e-06,original,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.001961946487426758
rf,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,19.418,0.412,0.391,0.361,0.438,0.391,0.334,1.6e-05,original,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.001961946487426758
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.944,0.002,0.371,0.288,0.313,0.291,0.3,2e-06,original,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.001961946487426758
logreg,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.845,0.005,0.375,0.289,0.313,0.292,0.304,0.0,original,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.001961946487426758
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.313,0.042,0.371,0.304,0.342,0.31,0.316,4.9e-05,original,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.001961946487426758
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,5.024,0.065,0.45,0.445,0.63,0.644,0.391,9e-06,latent,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.001961946487426758
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20.034,0.467,0.352,0.248,0.252,0.248,0.287,1.7e-05,latent,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.001961946487426758
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.808,0.002,0.349,0.247,0.252,0.247,0.27,3e-06,latent,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.001961946487426758
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.406,0.005,0.349,0.262,0.279,0.263,0.272,1.4e-05,latent,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.001961946487426758
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.049,0.022,0.345,0.281,0.317,0.287,0.279,3.7e-05,latent,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.001961946487426758
xgb,craig,0.4,0.267,0.267,0.4,0.2,0.133,0.133,0.2,8.948,0.349,0.5,0.181,0.08,0.221,0.5,7e-06,original,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.0026483535766601562
rf,craig,0.6,0.467,0.467,0.6,0.2,0.267,0.267,0.2,16.911,0.6,0.542,0.32,0.287,0.325,0.608,1.6e-05,original,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.0026483535766601562
svc,craig,0.6,0.467,0.467,0.6,0.2,0.267,0.267,0.2,5.614,0.002,0.501,0.186,0.087,0.224,0.387,2e-06,original,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.0026483535766601562
logreg,craig,0.6,0.467,0.533,0.6,0.2,0.267,0.267,0.2,8.323,0.007,0.552,0.439,0.476,0.447,0.597,0.0,original,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.0026483535766601562
mlp,craig,0.5,0.333,0.4,0.5,0.0,0.0,0.133,0.0,7.07,0.052,0.553,0.381,0.38,0.381,0.608,5.2e-05,original,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.0026483535766601562
xgb,craig,0.5,0.333,0.4,0.5,0.0,0.0,0.133,0.0,7.111,4.826,0.5,0.181,0.08,0.221,0.5,1.4e-05,latent,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.0026483535766601562
rf,craig,0.6,0.467,0.467,0.6,0.2,0.267,0.267,0.2,20.991,0.433,0.5,0.181,0.08,0.221,0.61,1.9e-05,latent,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.0026483535766601562
svc,craig,0.5,0.333,0.4,0.5,0.0,0.0,0.133,0.0,11.646,0.001,0.5,0.182,0.081,0.222,0.368,3e-06,latent,10,6,279.1992485523224,188.99216079711914,1.21644691184715e-06,0.0026483535766601562
